--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
#441 (Guy Leafdapple) - Golem Lv55, Quagsire Lv55
#442 (Guy Papper2k) - Flygon Lv56
#443 (Guy kbjhon) - Krookodile Lv56
#444 (Guy bladetypek) - Dugtrio Lv55, Tornadus Lv55
#445 (Guy Dylanbeave) - Conkeldurr Lv54, Purugly Lv54, Unfezant Lv54
#446 (Guy Arctrooper) - Lanturn Lv56
#447 (Guy Battleslas) - Solrock Lv56
#448 (Guy Evequill) - Bastiodon Lv55, Mandibuzz Lv55
#449 (Guy DragoonXD) - Lilligant Lv55, Xatu Lv55
#450 (Guy NinjasInCa) - Skuntank Lv56
#451 (Guy Vodkasekoi) - Umbreon Lv54, Gengar Lv54, Skarmory Lv54
#452 (Guy TurboGhast) - Vileplume Lv54, Umbreon Lv54, Amoonguss Lv54
#453 (Guy boombafunk) - Roserade Lv56
#454 (Guy XxSt4r_Kil) - Jumpluff Lv55, Bronzong Lv55
#455 (Smasher CriticalCh) - Snorunt Lv42
#456 (Doctor waarty) - Bastiodon Lv91, Armaldo Lv91, Gigalith Lv91, Aggron Lv91, Gigalith Lv91, Terrakion Lv94
#457 (Team Valor Raelis_) - Armaldo Lv72, Shuckle Lv72, Bastiodon Lv72
#458 (Medium JustinMenk) - Rapidash Lv74, Amoonguss Lv74, Victreebel Lv74, Sceptile Lv74
#459 (Juggler thedorcnes) - Torterra Lv77, Claydol Lv77, Nidoking Lv77, Krookodile Lv77, Seismitoad Lv77
#460 (Jr. Trainer♂ Miramiee) - Slowking Lv79, Magnezone Lv79, Magnezone Lv79, Eelektross Lv79, Zebstrika Lv79, Electivire Lv79
#461 (Smasher Bombycilla) - Purrloin Lv19, Scraggy Lv19
#462 (Smasher Innocentmo) - Nidoran♂ Lv37, Garbodor Lv37
#463 (Pilot aaronreadi) - Natu Lv20
#464 (Pilot Bradleyisc) - Vibrava Lv20
#465 (Team Skull destroyer0) - Snorunt Lv20
#466 (Team Skull Ascibarasc) - Vanillite Lv20
#467 (Unique Star Swaider) - Druddigon Lv44
#468 (Unique Star brotheryub) - Jellicent Lv44
#469 (Winstrate invictuspo) - Bronzong Lv56
#470 (Elder jeffro6002) - Weezing Lv56
#471 (Winstrate LadyJasmin) - Victini Lv56
#472 (Elder XhonaLight) - Skarmory Lv56
#473 (Steel Spirit JustinMenk) - Pidgeot Lv55, Solrock Lv55
#474 (Steel Spirit jeffro6002) - Shuckle Lv55, Dodrio Lv55
#475 (Scientist xmstrnomad) - Skuntank Lv61, Weavile Lv61
#476 (Scientist GunFatal) - Ledian Lv64, Heracross Lv64
#477 (Winstrate NinjasInCa) - Abomasnow Lv64
#478 (Elder TittyOneeS) - Rampardos Lv64
#479 (Fisherman Masterligh) - Dewgong Lv64, Uxie Lv64
#480 (Fisherman s_SoNick) - Zapdos Lv64, Flygon Lv64
#481 (Winstrate pidjiken) - Serperior Lv64, Golem Lv64
#482 (Elder HyJoe) - Dugtrio Lv64, Whiscash Lv64
#483 (Steel Spirit thedorcnes) - Cradily Lv64, Aerodactyl Lv64
#484 (Steel Spirit waarty) - Hitmontop Lv62, Scrafty Lv62
#485 (Fisherman xn1ght) - Aggron Lv65, Bastiodon Lv65
#486 (Fisherman Buzebed) - Excadrill Lv65, Magnezone Lv65
#487 (Scientist Lorekitten) - Hitmonchan Lv73, Honchkrow Lv73
#488 (Scientist Gameface25) - Gliscor Lv73, Arbok Lv73
#489 (Team Skull Derpguy64) - Bellossom Lv73, Feraligatr Lv73
#490 (Team Skull Scottobozo) - Gigalith Lv73, Roserade Lv73
#491 (Team Skull TheIronKen) - Exeggutor Lv72, Reuniclus Lv72, Gothitelle Lv72
#492 (Team Skull Evequill) - Braviary Lv74
#493 (Fisherman Yamskuroda) - Venomoth Lv77, Armaldo Lv77, Escavalier Lv77, Accelgor Lv77
#494 (Doctor thedorcnes) - Miltank Lv78, Gigalith Lv78, Gigalith Lv80
#495 (Doctor Itallertha) - Poliwrath Lv78, Hitmonlee Lv78, Hitmonlee Lv80
#496 (Doctor Nin10blaze) - Nidoqueen Lv78, Crobat Lv78, Nidoking Lv80
#497 (Guy Monsterdro) - Weezing Lv59, Roserade Lv59, Toxicroak Lv61
#498 (Guy Nokanoka) - Lickilicky Lv59, Gastrodon Lv59, Stunfisk Lv61
#499 (Guy Nokanoka) - Dugtrio Lv59, Uxie Lv59, Camerupt Lv61
#500 (Guy elery2004) - Parasect Lv55, Escavalier Lv55
#501 (New Star Bryandagam) - Nidorina Lv19
#502 (New Star Hexate3) - Budew Lv19
#503 (Smasher Steve1O5) - Machop Lv20, Combusken Lv20
#504 (Baker CloudOdin) - Hydreigon Lv96, Hydreigon Lv96, Darkrai Lv96
#505 (Baker Ridojimo_S) - Regirock Lv96, Archeops Lv96, Archeops Lv96
#506 (Team Skull Athren) - Mightyena Lv72, Skarmory Lv72, Drapion Lv72
#507 (Team Skull Renlev) - Mawile Lv72, Cradily Lv72, Bisharp Lv72
#508 (Steel Spirit Shiny_Snor) - Torkoal Lv74, Houndoom Lv74, Emboar Lv74
#509 (Steel Spirit LordLobste) - Aerodactyl Lv74, Pelipper Lv74, Gyarados Lv74
#510 (Baron Sorenstar) - Roggenrola Lv28
#511 (Baron TittyOneeS) - Sawsbuck Lv28
#512 (Baron NovaXZX) - Cyndaquil Lv28
#513 (Cute Maniac suddenntre) - Electabuzz Lv44, Lanturn Lv44
#514 (Cute Maniac BigBossHim) - Staraptor Lv44, Xatu Lv44
#515 (Steel Spirit Buzebed) - Onix Lv46, Rhydon Lv46
#516 (Steel Spirit Buzebed) - Emolga Lv46, Stunfisk Lv46
#517 (Steel Spirit Mariogamer) - Servine Lv46, Whimsicott Lv46
#518 (Steel Spirit Mariogamer) - Natu Lv46, Espeon Lv46
#519 (Fisherman Battleslas) - Drowzee Lv47, Chimecho Lv47
#520 (Fisherman Needless_S) - Skarmory Lv47, Unfezant Lv47
#521 (Scientist Libhoy1916) - Farfetch'd Lv44, Togekiss Lv44
#522 (Scientist SnurperZ) - Lickitung Lv44, Audino Lv44
#523 (Winstrate Spegasparc) - Lampent Lv44, Darumaka Lv44, Lampent Lv44
#524 (Elder Hinkka) - Diglett Lv44, Onix Lv44, Sandshrew Lv44
#525 (Team Skull Shoals_Vap) - Raikou Lv72, Zapdos Lv72, Druddigon Lv72
#526 (Team Skull xxwitchhun) - Mantine Lv72, Bibarel Lv72, Lapras Lv72
#527 (Team Skull AirCutterG) - Beartic Lv73, Weavile Lv73
#528 (Team Skull SniperTigr) - Medicham Lv73, Emboar Lv73
#529 (Team Skull hyperjesus) - Venusaur Lv72, Rapidash Lv72, Meganium Lv72
#530 (Scientist reservedal) - Beartic Lv73, Flygon Lv73
#531 (Scientist invictuspo) - Typhlosion Lv73, Carracosta Lv73
#532 (Shady Guy doctormadr) - Scizor Lv76, Excadrill Lv76, Registeel Lv76, Bastiodon Lv76
#533 (Shady Guy dylanpools) - Haxorus Lv76, Flygon Lv76, Altaria Lv76, Kingdra Lv76
#534 (Shady Guy Wraithdagg) - Xatu Lv77, Articuno Lv77, Charizard Lv77
#535 (Shady Guy AureateAur) - Reuniclus Lv77, Mew Lv77, Sigilyph Lv77
#536 (Spy Battleslas) - Tentacruel Lv91, Seviper Lv91, Venusaur Lv91, Nidoking Lv91, Roserade Lv91, Weezing Lv94
#537 (Magma Leader shadowpupp) - Forretress Lv36
#538 (Magma Leader PyroFaruko) - Galvantula Lv40
#539 (Scientist TurboGhast) - Larvesta Lv38, Quilava Lv38
#540 (Scientist Joycewu333) - Roselia Lv38, Parasect Lv38
#541 (Pilot Coprov) - Swellow Lv36
#542 (Pilot Tianloong) - Stunky Lv38, Qwilfish Lv38
#543 (Steel Spirit K0legacy) - Tynamo Lv40, Lanturn Lv40
#544 (Steel Spirit MegaZard) - Lumineon Lv41
#545 (Fisherman MegaZard) - Forretress Lv40, Butterfree Lv40, Pineco Lv40
#546 (Fisherman Xavianjmar) - Armaldo Lv40, Omastar Lv40, Roggenrola Lv40
#547 (Fisherman K0legacy) - Wormadam Lv41, Scyther Lv41
#548 (Fisherman BuFaw) - Sableye Lv41, Dusclops Lv41
#549 (Marchioness Rambo_M_St) - Yamask Lv42
#550 (Marchioness Minatoman1) - Geodude Lv42
#551 (Blackbelt TheRealDea) - Zebstrika Lv42
#552 (Cowgirl invictuspo) - Mawile Lv42
#553 (Baron Bryandagam) - Vileplume Lv43
#554 (Baron lllllQQlll) - Flareon Lv43
#555 (Baron miksha_) - Aron Lv42, Kabuto Lv42
#556 (Baron Sorenstar) - Natu Lv42, Tranquill Lv42
#557 (Rocket TheSnowJoe) - Numel Lv44, Gible Lv44, Geodude Lv44, Piloswine Lv44
#558 (Dome Ace arceusplay) - Luxio Lv47, Manectric Lv47
#559 (Rocket Scottobozo) - Mantyke Lv47, Emolga Lv47
#560 (Veteran Duo Rae & Ula) - Voltorb Lv46, Magnemite Lv46
#561 (Scientist Renlev) - Shedinja Lv37, Joltik Lv37
#562 (Scientist Giantx) - Yamask Lv37, Litwick Lv37
#563 (Cute Maniac TheSnowJoe) - Machoke Lv22
#564 (Cute Maniac PsychoEnvy) - Medicham Lv38
#565 (Cute Maniac icenite) - Hitmontop Lv38
#566 (Cute Maniac MabsolR) - Magcargo Lv38
#567 (Pilot convel7) - Skorupi Lv22
#568 (Pilot chu_pikach) - Swinub Lv20, Smoochum Lv20
#569 (Baron Ordsey) - Shelgon Lv40
#570 (Baron icenite) - Shedinja Lv38, Golett Lv38
#571 (Rocket Itallertha) - Keldeo Lv72, Staraptor Lv72, Flygon Lv72
#572 (Dome Ace JustinMenk) - Keldeo Lv72, Victreebel Lv72, Aerodactyl Lv72
#573 (Delinquent GaiaMike) - Torkoal Lv72, Camerupt Lv72, Sceptile Lv72
#574 (Delinquent bladetypek) - Bibarel Lv72, Walrein Lv72, Gastrodon Lv72
#575 (Team Fusion Derpguy64) - Lilligant Lv72, Yanmega Lv72, Sigilyph Lv72
#576 (Team Fusion S2_Wolf) - Minun Lv72, Charizard Lv72, Conkeldurr Lv72
#577 (Team Fusion xxmoonlotu) - Minun Lv72, Magmortar Lv72, Magmortar Lv72
#578 (Steel Spirit megamman20) - Rapidash Lv74, Simisear Lv74, Chandelure Lv74
#579 (Steel Spirit chu_pikach) - Sigilyph Lv74, Noctowl Lv74, Swoobat Lv74
#580 (Winstrate Bryandagam) - Mightyena Lv53, Keldeo Lv53, Keldeo Lv53, Victreebel Lv53
#581 (Guy HolyNova_L) - Taillow Lv1
#582 (Doctor qzuho) - Conkeldurr Lv72, Hariyama Lv72, Poliwrath Lv72, Breloom Lv72, Blaziken Lv72, Mienshao Lv74
#583 (Guy Nokanoka) - Unfezant Lv55, Unfezant Lv55, Jellicent Lv58
#584 (Guy Monsterdro) - Venomoth Lv55, Ninjask Lv55, Armaldo Lv58
#585 (Guy Wimtzw) - Walrein Lv53, Conkeldurr Lv53
#586 (Guy UniComb) - Grumpig Lv53, Bronzong Lv53
#587 (Guy Papper2k) - Sharpedo Lv53, Houndoom Lv53
#588 (Doctor Gravideee) - Kadabra Lv24, Spinarak Lv22
#589 (Doctor Gravideee) - Pidgeotto Lv24, Deino Lv22
#590 (Doctor Gravideee) - Boldore Lv24, Klink Lv22
#591 (Countess JamSquad87) - Gallade Lv91, Lunatone Lv91, Lunatone Lv91, Hypno Lv91, Slowbro Lv91, Slowbro Lv94
#592 (Countess AureateAur) - Charmander Lv17, Numel Lv17, Houndour Lv17
#593 (Rocket mattatbat9) - Nidoking Lv76, Ho-Oh Lv76
#594 (Fisherman Kanra_1) - Nidoking Lv66, Whiscash Lv66
#595 (Baron hyperjesus) - Illumise Lv65, Durant Lv65
#596 (Fisherman Makvaerk) - Forretress Lv66, Bastiodon Lv66
#597 (Baron Ridojimo_S) - Mightyena Lv65, Cacturne Lv65
#598 (Fisherman mathmaster) - Armaldo Lv66, Armaldo Lv66
#599 (Fisherman Shinovar) - Girafarig Lv66, Slowbro Lv66
#600 (Shady Guy Kanra_1) - Seviper Lv66, Gengar Lv66
#601 (Movie Star Pterabad) - Steelix Lv65
#602 (Fisherman XhonaLight) - Gallade Lv66, Poliwrath Lv66
#603 (Fisherman GaiaMike) - Golem Lv66, Golem Lv66
#604 (Shady Guy MarchStar) - Skuntank Lv65, Weezing Lv65, Amoonguss Lv65
#605 (Shady Guy Sorenstar) - Alakazam Lv65, Slowbro Lv65, Espeon Lv65
#606 (Fisherman fibcoxbr) - Rotom Lv66, Eelektross Lv66
#607 (Winstrate TheRealDea) - Flygon Lv65, Kingdra Lv65
#608 (Fisherman Dmanzz_) - Tentacruel Lv66, Jolteon Lv66
#609 (Elder Wraithdagg) - Musharna Lv65, Xatu Lv65
#610 (Fisherman MarkXtreme) - Fearow Lv66, Tropius Lv66
#611 (Fisherman paperboy98) - Flygon Lv66, Gliscor Lv66
#612 (Shady Guy Coprov) - Wobbuffet Lv65, Jynx Lv65, Beheeyem Lv65
#613 (Cute Maniac XxSt4r_Kil) - Ferrothorn Lv65
#614 (Shady Guy Derpguy64) - Gardevoir Lv66, Sigilyph Lv66
#615 (Shady Guy CriticalCh) - Infernape Lv66, Moltres Lv66
#616 (Veteran Star destroyer0) - Diglett Lv1
#617 (Veteran Star destroyer0) - Zubat Lv1
#618 (Veteran Star destroyer0) - Swinub Lv1
#619 (Veteran Star destroyer0) - Skitty Lv1
#620 (Veteran Star destroyer0) - Roggenrola Lv1
#621 (Linebacker ClazyMing) - Pikachu Lv29
#622 (Rocket BigBossHim) - Slugma Lv19, Litwick Lv19
#623 (New Star Vodkasekoi) - Spinarak Lv19, Ekans Lv19
#624 (Fisherman casper48) - Croagunk Lv22, Heracross Lv22
#625 (Fisherman Aiovi) - Fraxure Lv22, Gible Lv22
#626 (Dome Ace Kanra_1) - Sandshrew Lv19, Golett Lv19
#627 (Linebacker mikheli) - Beldum Lv19, Klink Lv19
#628 (Punk Girl TheSheepMa) - Duskull Lv19, Gastly Lv19
#629 (Cowgirl MeanRaccoo) - Purrloin Lv20
#630 (Blackbelt Huigo_J) - Bellsprout Lv20
#631 (Jr. Trainer♂ 3D_Saber) - Vibrava Lv20
#632 (Doctor martinpere) - Stantler Lv80, Zangoose Lv78, Audino Lv78
#633 (Smasher destroyer0) - Thundurus Lv72, Wobbuffet Lv72, Swoobat Lv72
#634 (Smasher Fantoku) - Lanturn Lv72, Rapidash Lv72, Braviary Lv72
#635 (Fisherman Helix_foss) - Parasect Lv76, Vespiquen Lv76, Galvantula Lv76
#636 (Fisherman Captcha_ca) - Sunflora Lv76, Victreebel Lv76, Vileplume Lv76
#637 (Winstrate boombafunk) - Raikou Lv73, Keldeo Lv73, Flygon Lv73
#638 (Elder ForbiddenI) - Wailord Lv73, Poliwrath Lv73, Throh Lv73
#639 (Steel Spirit NFreak007) - Keldeo Lv74, Electrode Lv74, Kabutops Lv74
#640 (Steel Spirit Grarrg) - Wormadam Lv74, Simisage Lv74, Sawsbuck Lv74
#641 (Steel Spirit sunovia) - Keldeo Lv74, Ninjask Lv74, Aerodactyl Lv74
#642 (Steel Spirit BigBossHim) - Vespiquen Lv74, Gothitelle Lv74, Torterra Lv74
#643 (Shady Guy s_SoNick) - Heracross Lv77, Leavanny Lv77, Leavanny Lv77
#644 (Shady Guy Minatoman1) - Walrein Lv77, Simipour Lv77, Jellicent Lv77
#645 (Rocket mattatbat9) - Kyogre Lv72, Rapidash Lv72, Emolga Lv72
#646 (Rocket GaiaMike) - Phione Lv72, Sawk Lv72, Seviper Lv72
#647 (Medium Renlev) - Lilligant Lv73, Purugly Lv73
#648 (Collector ProducerSa) - Banette Lv72, Bastiodon Lv72
#649 (Collector Arctrooper) - Sandslash Lv71, Castform Lv71, Swampert Lv71
#650 (Collector Fighterman) - Chimecho Lv71, Lilligant Lv71, Skarmory Lv71
#651 (Veteran Duo Ally & Amy) - Feraligatr Lv72, Feraligatr Lv72
#652 (Marchioness ForbiddenI) - Skarmory Lv72, Bastiodon Lv72, Mantine Lv72
#653 (Marchioness asante8) - Amoonguss Lv72, Spiritomb Lv72, Relicanth Lv72
#654 (Pilot BEXXXXXXX) - Slowking Lv72, Excadrill Lv72, Golem Lv72
#655 (Cute Maniac BigBossHim) - Kingler Lv72, Gastrodon Lv72, Galvantula Lv72
#656 (Cute Maniac Dodecane) - Sandslash Lv72, Camerupt Lv72, Seismitoad Lv72
#657 (Shady Guy Tianloong) - Houndoom Lv66, Rapidash Lv66
#658 (Steel Spirit Smileyshin) - Jumpluff Lv65, Abomasnow Lv65
#659 (Steel Spirit Mariogamer) - Beartic Lv65, Froslass Lv65
#660 (Medium Bryandagam) - Marill Lv1
#661 (Blackbelt LadyJasmin) - Beldum Lv1
#662 (Cute Maniac ZacharySto) - Dratini Lv26
#663 (Cute Maniac PsychoEnvy) - Vulpix Lv26
#664 (Cute Maniac hyperjesus) - Tentacool Lv26
#665 (Cute Maniac Nintendogu) - Taillow Lv26
#666 (Steel Spirit Makvaerk) - Delibird Lv28
#667 (Steel Spirit xfrozenfla) - Drifloon Lv28
#668 (Baron Coprov) - Carvanha Lv26, Houndour Lv26
#669 (Baron TurboGhast) - Karrablast Lv28
#670 (Kimono Girl Gameface25) - Makuhita Lv26
#671 (Movie Star Halokingv8) - Tympole Lv38, Panpour Lv38
#672 (Movie Star xxmoonlotu) - Magcargo Lv46
#673 (Kimono Girl Anonybutt) - Xatu Lv42
#674 (Scientist Addarash1) - Magnezone Lv73, Lanturn Lv73, Rotom Lv73
#675 (Elder CriticalCh) - Solrock Lv74, Gothitelle Lv74, Alakazam Lv74
#676 (Elder NeKoconut) - Glalie Lv74, Glalie Lv74, Uxie Lv74
#677 (Winstrate ANON999999) - Machamp Lv74, Roserade Lv74, Sawk Lv74
#678 (Winstrate xn1ght) - Gigalith Lv74, Raikou Lv74, Escavalier Lv74
#679 (Movie Star mathmaster) - Pikachu Lv20
#680 (Scientist mativillal) - Tirtouga Lv38
#681 (Scientist kappaisbak) - Sudowoodo Lv38
#682 (Fisherman YellowOsca) - Flaaffy Lv40, Magnemite Lv40
#683 (Fisherman Huigo_J) - Beedrill Lv40, Pineco Lv40
#684 (Doctor Gravideee) - Flygon Lv66, Flygon Lv66, Flygon Lv66, Typhlosion Lv68
#685 (Doctor Gravideee) - Espeon Lv66, Starmie Lv66, Slowbro Lv66, Staraptor Lv68
#686 (Doctor Gravideee) - Bisharp Lv66, Shiftry Lv66, Zoroark Lv66, Absol Lv68
#687 (Guy Nokanoka) - Jellicent Lv78, Mismagius Lv78, Froslass Lv80
#688 (Guy Nokanoka) - Ampharos Lv78, Eelektross Lv80, Zebstrika Lv78
#689 (Guy Nokanoka) - Donphan Lv80, Swampert Lv78, Golurk Lv78
#690 (Guy lllllQQlll) - Beldum Lv17
#691 (Juggler pidjiken) - Venipede Lv19
#692 (New Star Massi131) - Swinub Lv20
#693 (Doctor Gravideee) - Glaceon Lv74, Vanilluxe Lv74, Froslass Lv74, Weavile Lv74, Mamoswine Lv74, Typhlosion Lv77
#694 (Doctor Gravideee) - Durant Lv74, Bastiodon Lv74, Bastiodon Lv74, Scizor Lv74, Aggron Lv74, Staraptor Lv77
#695 (Doctor Gravideee) - Cloyster Lv74, Glalie Lv74, Uxie Lv74, Abomasnow Lv74, Weavile Lv74, Absol Lv77
#696 (Doctor Gravideee) - Toxicroak Lv78, Crobat Lv78, Gengar Lv78, Weezing Lv78, Gengar Lv78, Typhlosion Lv80
#697 (Doctor Gravideee) - Audino Lv78, Ambipom Lv78, Stoutland Lv78, Togekiss Lv78, Kangaskhan Lv78, Staraptor Lv80
#698 (Doctor Gravideee) - Rapidash Lv78, Ninetales Lv78, Emboar Lv78, Darmanitan Lv78, Torkoal Lv78, Absol Lv80
#699 (Dome Ace mattatbat9) - Emboar Lv1
#700 (Dome Ace mattatbat9) - Kingdra Lv1, Altaria Lv76, Druddigon Lv76
#701 (Doctor Gravideee) - Typhlosion Lv52, Druddigon Lv49, Flygon Lv49
#702 (Doctor Gravideee) - Staraptor Lv52, Dusclops Lv49, Rotom Lv49
#703 (Doctor Gravideee) - Absol Lv52, Machamp Lv49, Hitmonlee Lv49
#704 (Guy Monsterdro) - Yanmega Lv50, Wormadam Lv53
#705 (Guy Scottobozo) - Cofagrigus Lv47, Froslass Lv47
#706 (Doctor ALittleBos) - Durant Lv76, Probopass Lv76, Steelix Lv76, Excadrill Lv76, Steelix Lv76, Ferrothorn Lv78
#707 (Doctor ALittleBos) - Scrafty Lv76, Crawdaunt Lv76, Mandibuzz Lv76, Crawdaunt Lv76, Crawdaunt Lv76, Scrafty Lv78
#708 (Doctor ALittleBos) - Cacturne Lv76, Umbreon Lv76, Liepard Lv76, Bisharp Lv76, Umbreon Lv76, Umbreon Lv78
#709 (Doctor martinpere) - Tornadus Lv78, Druddigon Lv78, Haxorus Lv78, Kingdra Lv78, Altaria Lv78, Altaria Lv80
#710 (Doctor martinpere) - Ludicolo Lv78, Sharpedo Lv78, Vaporeon Lv78, Sharpedo Lv78, Blastoise Lv78, Feraligatr Lv80
#711 (Doctor martinpere) - Tornadus Lv78, Altaria Lv78, Haxorus Lv78, Flygon Lv78, Flygon Lv78, Altaria Lv80
#712 (Winstrate TittyOneeS) - Smoochum Lv18
#713 (Winstrate JamSquad87) - Stunky Lv18
#714 (Winstrate Libhoy1916) - Cubchoo Lv18
#715 (Winstrate in_chaos_n) - Pikachu Lv18
#716 (Winstrate xn1ght) - Skorupi Lv18
#717 (Winstrate galaxy401) - Horsea Lv18
#718 (Fisherman paperboy98) - Yanmega Lv48
#719 (Fisherman suddenntre) - Aerodactyl Lv48
#720 (Fisherman 9mvp9) - Beartic Lv48
#721 (Fisherman wbfeathe) - Galvantula Lv48
#722 (Fisherman tepho) - Ludicolo Lv48
#723 (Fisherman Battleslas) - Grumpig Lv48
#724 (Guy BEXXXXXXX) - Hariyama Lv56, Scrafty Lv56
#725 (Kimono Girl AquaJamz) - Mismagius Lv74
#726 (Bug Maniac MeanRaccoo) - Lopunny Lv50, Crawdaunt Lv50, Tentacruel Lv50
#727 (Neighbor Renlev) - Vileplume Lv53
#728 (Neighbor XxSt4r_Kil) - Gigalith Lv53
#729 (Bug Maniac Wraithdagg) - Swanna Lv50, Sigilyph Lv50, Conkeldurr Lv50
#730 (Winstrate Ultraspade) - Zweilous Lv49
#731 (Elder Hinkka) - Breloom Lv49
#732 (Rocket Grunt Zenshu92) - Haunter Lv31
#733 (Rocket Grunt Eye420Game) - Eelektrik Lv31
#734 (Driver Wahisietel) - Dratini Lv24, Bagon Lv24
#735 (Driver Monsterdro) - Gible Lv24, Dragonair Lv24
#736 (Driver NinjasInCa) - Dratini Lv23, Gible Lv23, Vibrava Lv23
#737 (Driver Lyphh) - Bagon Lv24, Shelgon Lv24
#738 (Dome Ace Gameface25) - Swablu Lv16
#739 (Smasher MasterHunt) - Beartic Lv76, Blaziken Lv76
#740 (Smasher nickasumme) - Samurott Lv76, Drifblim Lv76
#741 (Baron BEXXXXXXX) - Sudowoodo Lv74, Hypno Lv74
#742 (Baron miksha_) - Arbok Lv74, Kingdra Lv74
#743 (Pilot Nintendogu) - Eelektross Lv76, Shuckle Lv76
#744 (Pilot Anonybutt) - Grumpig Lv76, Medicham Lv76
#745 (Rocket BEXXXXXXX) - Pikachu Lv16
#746 (Rocket galabright) - Litwick Lv16
#747 (Smasher Auries) - Swablu Lv11
#748 (Smasher Massi131) - Frillish Lv11
#749 (Smasher Auries) - Nuzleaf Lv11
#750 (Smasher Massi131) - Foongus Lv11
#751 (Guy Grarrg) - Pignite Lv32
#752 (Golfer Validusern) - Panpour Lv32, Chinchou Lv32
#753 (Old Couple May & Mal) - Watchog Lv74, Watchog Lv74
#754 (Jolteon User IND_Sylven) - Spoink Lv38
#755 (Chaser TheDanishV) - Croagunk Lv38
#756 (Magma Leader hmgbking) - Bulbasaur Lv40, Sawsbuck Lv40
#757 (Shady Guy HyJoe) - Drifblim Lv72
#758 (Shady Guy ClazyMing) - Cofagrigus Lv72
#759 (Shady Guy shadowpupp) - Jynx Lv72
#760 (Shady Guy f1uffyshar) - Abomasnow Lv72
#761 (Shady Guy Alexis9871) - Empoleon Lv72
#762 (Shady Guy zezedude) - Crobat Lv72
#763 (Guy boombafunk) - Cubchoo Lv17
#764 (Burglar martinpere) - Spearow Lv13, Smeargle Lv13, Pidgey Lv16
#765 (Burglar Amazerful) - Abra Lv19, Spoink Lv19, Unown Lv22
#766 (Burglar jeymer) - Vibrava Lv26, Axew Lv26, Vibrava Lv26, Druddigon Lv29
#767 (Burglar TheSheepMa) - Rotom Lv34, Voltorb Lv34, Magnemite Lv34, Magnezone Lv36
#768 (Burglar Wahisietel) - Phanpy Lv37, Whiscash Lv37, Marshtomp Lv37, Whiscash Lv40
#769 (Burglar FelkCraft) - Misdreavus Lv44, Banette Lv44, Golurk Lv44, Spiritomb Lv47
#770 (Burglar SaltySneyd) - Heatmor Lv55, Emboar Lv55, Houndoom Lv55, Charizard Lv58
#771 (Burglar K9Player) - Maractus Lv59, Meganium Lv59, Roserade Lv59, Vileplume Lv61
#772 (Snagem Head Miramiee) - Uxie Lv67, Jynx Lv67, Mamoswine Lv67, Froslass Lv67, Dewgong Lv70
#773 (Snagem Head Dodecane) - Magcargo Lv67, Probopass Lv67, Crustle Lv67, Rampardos Lv67, Aggron Lv70
#774 (Snagem Head Masterligh) - Hitmonchan Lv67, Hitmonlee Lv67, Heracross Lv67, Emboar Lv67, Throh Lv70
#775 (Snagem Head f1uffyshar) - Ursaring Lv67, Granbull Lv67, Rapidash Lv67, Clefable Lv67, Togekiss Lv70
#776 (Spy Battleslas) - Venusaur Lv68, Weezing Lv68, Tentacruel Lv68, Roserade Lv68, Nidoqueen Lv68, Muk Lv71
#777 (Snagem Head Miramiee) - Jynx Lv88, Weavile Lv88, Beartic Lv88, Glaceon Lv88, Dewgong Lv88, Froslass Lv90
#778 (Snagem Head Dodecane) - Golem Lv88, Golem Lv88, Bastiodon Lv88, Relicanth Lv88, Regirock Lv88, Aggron Lv90
#779 (Snagem Head Masterligh) - Poliwrath Lv88, Heracross Lv88, Hariyama Lv88, Gallade Lv88, Throh Lv88, Throh Lv90
#780 (Snagem Head f1uffyshar) - Stantler Lv88, Noctowl Lv88, Snorlax Lv88, Zangoose Lv88, Lopunny Lv88, Snorlax Lv90
#781 (Spy Battleslas) - Tentacruel Lv92, Crobat Lv92, Crobat Lv92, Weezing Lv92, Nidoqueen Lv92, Weezing Lv95
#782 (Doctor N) - Sigilyph Lv92, Mantine Lv90, Gliscor Lv90, Gyarados Lv90, Gyarados Lv90, Sigilyph Lv90
#783 (Doctor N) - Vanilluxe Lv92, Weavile Lv90, Beartic Lv90, Glalie Lv90, Feraligatr Lv90, Vanilluxe Lv90
#784 (Doctor N) - Snorlax Lv92, Lickilicky Lv90, Stoutland Lv90, Cinccino Lv90, Mismagius Lv90, Bouffalant Lv90
#785 (Doctor N) - Camerupt Lv92, Moltres Lv90, Infernape Lv90, Magmortar Lv90, Flareon Lv90, Typhlosion Lv90
#786 (Fisherman Battleslas) - Oddish Lv47, Seviper Lv47
#787 (Fisherman Needless_S) - Camerupt Lv47, Darmanitan Lv47
#788 (Cute Maniac suddenntre) - Amoonguss Lv44, Breloom Lv44
#789 (Cute Maniac BigBossHim) - Azumarill Lv44, Basculin Lv44
#790 (Medium mikheli) - Pachirisu Lv73, Magmortar Lv73
#791 (Collector Innocentmo) - Golduck Lv72, Emboar Lv72
#792 (Rocket Puffypez) - Vespiquen Lv72, Zoroark Lv72, Bellossom Lv72
