Seed: 182339442737970
Config String: 172GQMRCgiCAYUBiAEylF0eAh4CCgAACg A9CRcOAAAAAAAACAAyFFBva2Vtb24gUGxhdGludW0gKFUpOopn5uPDOIo==

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
Set #235 - ? Unknown ? Grass/Cave (rate=15) - WAILMER Lv35, HERACROSS Lv35, WAILMER Lv36, CRADILY Lv37, WAILMER Lv37, CRADILY Lv37, CRADILY Lv38, DUSCLOPS Lv36, TORKOAL Lv38, DUSCLOPS Lv38, TORKOAL Lv38, DUSCLOPS Lv38
Set #236 - ? Unknown ? Swarm/Radar/GBA (rate=15) - CASTFORM Lv35, STARAPTOR Lv35, CASTFORM Lv37, RATICATE Lv37, KABUTOPS Lv38, MAGNETON Lv38, CHARMELEON Lv38, CHARMELEON Lv38, ROSELIA Lv38, ROSELIA Lv38, KABUTOPS Lv38, MAGNETON Lv38, KABUTOPS Lv38, MAGNETON Lv38, KABUTOPS Lv38, MAGNETON Lv38
Set #237 - ? Unknown ? Grass/Cave (rate=15) - BEAUTIFLY Lv45, MACHAMP Lv45, BEAUTIFLY Lv46, VILEPLUME Lv45, BEAUTIFLY Lv47, VILEPLUME Lv46, VILEPLUME Lv47, METANG Lv46, VIGOROTH Lv47, METANG Lv45, VIGOROTH Lv48, METANG Lv47
Set #238 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MISDREAVUS Lv45, STARMIE Lv45, MISDREAVUS Lv47, SHELGON Lv46, SHIFTRY Lv48, GLIGAR Lv47, PURUGLY Lv47, PURUGLY Lv45, PLUSLE Lv47, PLUSLE Lv45, SHIFTRY Lv47, GLIGAR Lv45, SHIFTRY Lv47, GLIGAR Lv45, SHIFTRY Lv47, GLIGAR Lv45
Set #239 - ? Unknown ? Grass/Cave (rate=15) - WAILMER Lv45, RAICHU Lv45, WAILMER Lv46, KABUTOPS Lv45, WAILMER Lv47, KABUTOPS Lv46, KABUTOPS Lv47, ABSOL Lv46, MISMAGIUS Lv47, ABSOL Lv45, MISMAGIUS Lv48, ABSOL Lv47
Set #240 - ? Unknown ? Swarm/Radar/GBA (rate=15) - BEAUTIFLY Lv45, CRAWDAUNT Lv45, BEAUTIFLY Lv47, CARNIVINE Lv46, SLOWBRO Lv48, DRAGONAIR Lv47, STARAPTOR Lv47, STARAPTOR Lv45, MEDICHAM Lv47, MEDICHAM Lv45, SLOWBRO Lv47, DRAGONAIR Lv45, SLOWBRO Lv47, DRAGONAIR Lv45, SLOWBRO Lv47, DRAGONAIR Lv45
Set #241 - ? Unknown ? Grass/Cave (rate=15) - PLUSLE Lv45, SHIFTRY Lv45, PLUSLE Lv46, MOTHIM Lv45, PLUSLE Lv47, MOTHIM Lv46, MOTHIM Lv47, PARASECT Lv46, LAIRON Lv47, PARASECT Lv45, LAIRON Lv48, PARASECT Lv47
Set #242 - ? Unknown ? Swarm/Radar/GBA (rate=15) - LUNATONE Lv45, STEELIX Lv45, LUNATONE Lv47, GOLBAT Lv46, CASTFORM Lv48, JYNX Lv47, NINJASK Lv47, NINJASK Lv45, WAILMER Lv47, WAILMER Lv45, CASTFORM Lv47, JYNX Lv45, CASTFORM Lv47, JYNX Lv45, CASTFORM Lv47, JYNX Lv45
Set #243 - ? Unknown ? Grass/Cave (rate=15) - SHELGON Lv45, LANTURN Lv45, SHELGON Lv46, GRUMPIG Lv45, SHELGON Lv47, GRUMPIG Lv46, GRUMPIG Lv47, GLIGAR Lv46, TOXICROAK Lv47, GLIGAR Lv45, TOXICROAK Lv48, GLIGAR Lv47
Set #244 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MIGHTYENA Lv45, MAMOSWINE Lv45, MIGHTYENA Lv47, SWELLOW Lv46, PINSIR Lv48, JYNX Lv47, CRAWDAUNT Lv47, CRAWDAUNT Lv45, VESPIQUEN Lv47, VESPIQUEN Lv45, PINSIR Lv47, JYNX Lv45, PINSIR Lv47, JYNX Lv45, PINSIR Lv47, JYNX Lv45
Set #245 - ? Unknown ? Grass/Cave (rate=15) - COMBUSKEN Lv45, WALREIN Lv45, COMBUSKEN Lv46, DEWGONG Lv45, COMBUSKEN Lv47, DEWGONG Lv46, DEWGONG Lv47, RATICATE Lv46, SEAKING Lv47, RATICATE Lv45, SEAKING Lv48, RATICATE Lv47
Set #246 - ? Unknown ? Swarm/Radar/GBA (rate=15) - WIGGLYTUFF Lv45, VESPIQUEN Lv45, WIGGLYTUFF Lv47, RATICATE Lv46, VIGOROTH Lv48, BEAUTIFLY Lv47, MAGNETON Lv47, MAGNETON Lv45, GASTRODON Lv47, GASTRODON Lv45, VIGOROTH Lv47, BEAUTIFLY Lv45, VIGOROTH Lv47, BEAUTIFLY Lv45, VIGOROTH Lv47, BEAUTIFLY Lv45
Set #247 - ? Unknown ? Grass/Cave (rate=15) - MIGHTYENA Lv45, DUSCLOPS Lv45, MIGHTYENA Lv46, SWELLOW Lv45, MIGHTYENA Lv47, SWELLOW Lv46, SWELLOW Lv47, JUMPLUFF Lv46, FORRETRESS Lv47, JUMPLUFF Lv45, FORRETRESS Lv48, JUMPLUFF Lv47
Set #248 - ? Unknown ? Swarm/Radar/GBA (rate=15) - ONIX Lv45, MAGNEZONE Lv45, ONIX Lv47, DEWGONG Lv46, PILOSWINE Lv48, JUMPLUFF Lv47, TORKOAL Lv47, TORKOAL Lv45, MARSHTOMP Lv47, MARSHTOMP Lv45, PILOSWINE Lv47, JUMPLUFF Lv45, PILOSWINE Lv47, JUMPLUFF Lv45, PILOSWINE Lv47, JUMPLUFF Lv45
Set #249 - ? Unknown ? Grass/Cave (rate=15) - BAYLEEF Lv45, CRADILY Lv45, BAYLEEF Lv46, KABUTOPS Lv45, BAYLEEF Lv47, KABUTOPS Lv46, KABUTOPS Lv47, MACHOKE Lv46, VILEPLUME Lv47, MACHOKE Lv45, VILEPLUME Lv48, MACHOKE Lv47
Set #250 - ? Unknown ? Swarm/Radar/GBA (rate=15) - FLAAFFY Lv45, GALLADE Lv45, FLAAFFY Lv47, DODRIO Lv46, CASTFORM Lv48, LICKITUNG Lv47, SUDOWOODO Lv47, SUDOWOODO Lv45, TANGELA Lv47, TANGELA Lv45, CASTFORM Lv47, LICKITUNG Lv45, CASTFORM Lv47, LICKITUNG Lv45, CASTFORM Lv47, LICKITUNG Lv45
Set #251 - ? Unknown ? Grass/Cave (rate=15) - SUDOWOODO Lv45, GOLEM Lv45, SUDOWOODO Lv46, MILTANK Lv45, SUDOWOODO Lv47, MILTANK Lv46, MILTANK Lv47, BAYLEEF Lv46, KABUTOPS Lv47, BAYLEEF Lv45, KABUTOPS Lv48, BAYLEEF Lv47
Set #252 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MACHOKE Lv45, WEAVILE Lv45, MACHOKE Lv47, ELECTRODE Lv46, DUNSPARCE Lv48, QWILFISH Lv47, MONFERNO Lv47, MONFERNO Lv45, WAILMER Lv47, WAILMER Lv45, DUNSPARCE Lv47, QWILFISH Lv45, DUNSPARCE Lv47, QWILFISH Lv45, DUNSPARCE Lv47, QWILFISH Lv45
Set #253 - ? Unknown ? Grass/Cave (rate=15) - SOLROCK Lv45, SEVIPER Lv45, SOLROCK Lv46, QUAGSIRE Lv45, SOLROCK Lv47, QUAGSIRE Lv46, QUAGSIRE Lv47, LEDIAN Lv46, MANECTRIC Lv47, LEDIAN Lv45, MANECTRIC Lv48, LEDIAN Lv47
Set #254 - ? Unknown ? Swarm/Radar/GBA (rate=15) - LEDIAN Lv45, TENTACRUEL Lv45, LEDIAN Lv47, GASTRODON Lv46, HERACROSS Lv48, GRAVELER Lv47, XATU Lv47, XATU Lv45, PURUGLY Lv47, PURUGLY Lv45, HERACROSS Lv47, GRAVELER Lv45, HERACROSS Lv47, GRAVELER Lv45, HERACROSS Lv47, GRAVELER Lv45
Set #255 - ? Unknown ? Grass/Cave (rate=15) - CASTFORM Lv45, CARNIVINE Lv45, CASTFORM Lv46, SLOWBRO Lv45, CASTFORM Lv47, SLOWBRO Lv46, SLOWBRO Lv47, LANTURN Lv46, WEEZING Lv47, LANTURN Lv45, WEEZING Lv48, LANTURN Lv47
Set #256 - ? Unknown ? Swarm/Radar/GBA (rate=15) - KECLEON Lv45, FLYGON Lv45, KECLEON Lv47, WORMADAM Lv46, STANTLER Lv48, MURKROW Lv47, CAMERUPT Lv47, CAMERUPT Lv45, AMBIPOM Lv47, AMBIPOM Lv45, STANTLER Lv47, MURKROW Lv45, STANTLER Lv47, MURKROW Lv45, STANTLER Lv47, MURKROW Lv45
Set #257 - ? Unknown ? Grass/Cave (rate=15) - WEEPINBELL Lv45, PORYGON-Z Lv45, WEEPINBELL Lv46, FLOATZEL Lv45, WEEPINBELL Lv47, FLOATZEL Lv46, FLOATZEL Lv47, FORRETRESS Lv46, NINJASK Lv47, FORRETRESS Lv45, NINJASK Lv48, FORRETRESS Lv47
Set #258 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MINUN Lv45, EMPOLEON Lv45, MINUN Lv47, HERACROSS Lv46, EXPLOUD Lv48, GRANBULL Lv47, KADABRA Lv47, KADABRA Lv45, MASQUERAIN Lv47, MASQUERAIN Lv45, EXPLOUD Lv47, GRANBULL Lv45, EXPLOUD Lv47, GRANBULL Lv45, EXPLOUD Lv47, GRANBULL Lv45
Set #259 - ? Unknown ? Grass/Cave (rate=15) - TOGETIC Lv45, BELLOSSOM Lv45, TOGETIC Lv46, CASTFORM Lv45, TOGETIC Lv47, CASTFORM Lv46, CASTFORM Lv47, GABITE Lv46, RHYDON Lv47, GABITE Lv45, RHYDON Lv48, GABITE Lv47
Set #260 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MARSHTOMP Lv45, ARMALDO Lv45, MARSHTOMP Lv47, KANGASKHAN Lv46, CACTURNE Lv48, WORMADAM Lv47, SWELLOW Lv47, SWELLOW Lv45, MISDREAVUS Lv47, MISDREAVUS Lv45, CACTURNE Lv47, WORMADAM Lv45, CACTURNE Lv47, WORMADAM Lv45, CACTURNE Lv47, WORMADAM Lv45
Set #261 - ? Unknown ? Grass/Cave (rate=15) - COMBUSKEN Lv45, WALREIN Lv45, COMBUSKEN Lv46, HUNTAIL Lv45, COMBUSKEN Lv47, HUNTAIL Lv46, HUNTAIL Lv47, DUGTRIO Lv46, KECLEON Lv47, DUGTRIO Lv45, KECLEON Lv48, DUGTRIO Lv47
Set #262 - ? Unknown ? Swarm/Radar/GBA (rate=15) - ARBOK Lv45, RAPIDASH Lv45, ARBOK Lv47, JYNX Lv46, GASTRODON Lv48, GLIGAR Lv47, TOGETIC Lv47, TOGETIC Lv45, SKUNTANK Lv47, SKUNTANK Lv45, GASTRODON Lv47, GLIGAR Lv45, GASTRODON Lv47, GLIGAR Lv45, GASTRODON Lv47, GLIGAR Lv45
Set #263 - ? Unknown ? Grass/Cave (rate=15) - MAGCARGO Lv45, DEWGONG Lv45, MAGCARGO Lv46, MASQUERAIN Lv45, MAGCARGO Lv47, MASQUERAIN Lv46, MASQUERAIN Lv47, MAGNETON Lv46, KABUTOPS Lv47, MAGNETON Lv45, KABUTOPS Lv48, MAGNETON Lv47
Set #264 - ? Unknown ? Swarm/Radar/GBA (rate=15) - SEALEO Lv45, FLOATZEL Lv45, SEALEO Lv47, PIDGEOT Lv46, MANECTRIC Lv48, ROSELIA Lv47, MEDICHAM Lv47, MEDICHAM Lv45, TOGETIC Lv47, TOGETIC Lv45, MANECTRIC Lv47, ROSELIA Lv45, MANECTRIC Lv47, ROSELIA Lv45, MANECTRIC Lv47, ROSELIA Lv45
Set #265 - ? Unknown ? Grass/Cave (rate=15) - LEDIAN Lv45, POLITOED Lv45, LEDIAN Lv46, MAGMAR Lv45, LEDIAN Lv47, MAGMAR Lv46, MAGMAR Lv47, SEALEO Lv46, RAMPARDOS Lv47, SEALEO Lv45, RAMPARDOS Lv48, SEALEO Lv47
Set #266 - ? Unknown ? Swarm/Radar/GBA (rate=15) - TOGETIC Lv45, FERALIGATR Lv45, TOGETIC Lv47, SOLROCK Lv46, HUNTAIL Lv48, HITMONCHAN Lv47, MAGCARGO Lv47, MAGCARGO Lv45, MASQUERAIN Lv47, MASQUERAIN Lv45, HUNTAIL Lv47, HITMONCHAN Lv45, HUNTAIL Lv47, HITMONCHAN Lv45, HUNTAIL Lv47, HITMONCHAN Lv45
Set #267 - ? Unknown ? Grass/Cave (rate=15) - SWELLOW Lv45, ABOMASNOW Lv45, SWELLOW Lv46, ALAKAZAM Lv45, SWELLOW Lv47, ALAKAZAM Lv46, ALAKAZAM Lv47, BUTTERFREE Lv46, ARBOK Lv47, BUTTERFREE Lv45, ARBOK Lv48, BUTTERFREE Lv47
Set #268 - ? Unknown ? Swarm/Radar/GBA (rate=15) - GLIGAR Lv45, HONCHKROW Lv45, GLIGAR Lv47, STARAPTOR Lv46, MAGNETON Lv48, WARTORTLE Lv47, LUDICOLO Lv47, LUDICOLO Lv45, MINUN Lv47, MINUN Lv45, MAGNETON Lv47, WARTORTLE Lv45, MAGNETON Lv47, WARTORTLE Lv45, MAGNETON Lv47, WARTORTLE Lv45
Set #269 - ? Unknown ? Grass/Cave (rate=15) - CASTFORM Lv45, VAPOREON Lv45, CASTFORM Lv46, GASTRODON Lv45, CASTFORM Lv47, GASTRODON Lv46, GASTRODON Lv47, YANMA Lv46, CAMERUPT Lv47, YANMA Lv45, CAMERUPT Lv48, YANMA Lv47
Set #270 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MINUN Lv45, RHYDON Lv45, MINUN Lv47, PIDGEOT Lv46, EXPLOUD Lv48, KRICKETUNE Lv47, MAGCARGO Lv47, MAGCARGO Lv45, CHATOT Lv47, CHATOT Lv45, EXPLOUD Lv47, KRICKETUNE Lv45, EXPLOUD Lv47, KRICKETUNE Lv45, EXPLOUD Lv47, KRICKETUNE Lv45
Set #271 - ? Unknown ? Grass/Cave (rate=15) - KECLEON Lv45, EMPOLEON Lv45, KECLEON Lv46, PUPITAR Lv45, KECLEON Lv47, PUPITAR Lv46, PUPITAR Lv47, DUNSPARCE Lv46, SUNFLORA Lv47, DUNSPARCE Lv45, SUNFLORA Lv48, DUNSPARCE Lv47
Set #272 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MIGHTYENA Lv45, GOLDUCK Lv45, MIGHTYENA Lv47, SWALOT Lv46, RAICHU Lv48, LINOONE Lv47, PARASECT Lv47, PARASECT Lv45, BANETTE Lv47, BANETTE Lv45, RAICHU Lv47, LINOONE Lv45, RAICHU Lv47, LINOONE Lv45, RAICHU Lv47, LINOONE Lv45
Set #273 - ? Unknown ? Grass/Cave (rate=15) - ILLUMISE Lv45, LUDICOLO Lv45, ILLUMISE Lv46, MAROWAK Lv45, ILLUMISE Lv47, MAROWAK Lv46, MAROWAK Lv47, MEDICHAM Lv46, OMASTAR Lv47, MEDICHAM Lv45, OMASTAR Lv48, MEDICHAM Lv47
Set #274 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MARSHTOMP Lv45, TORTERRA Lv45, MARSHTOMP Lv47, SWALOT Lv46, DEWGONG Lv48, HITMONLEE Lv47, BAYLEEF Lv47, BAYLEEF Lv45, EXPLOUD Lv47, EXPLOUD Lv45, DEWGONG Lv47, HITMONLEE Lv45, DEWGONG Lv47, HITMONLEE Lv45, DEWGONG Lv47, HITMONLEE Lv45
Set #275 - ? Unknown ? Grass/Cave (rate=15) - TANGELA Lv45, SKARMORY Lv45, TANGELA Lv46, MANECTRIC Lv45, TANGELA Lv47, MANECTRIC Lv46, MANECTRIC Lv47, HAUNTER Lv46, HITMONCHAN Lv47, HAUNTER Lv45, HITMONCHAN Lv48, HAUNTER Lv47
Set #276 - ? Unknown ? Swarm/Radar/GBA (rate=15) - WAILMER Lv45, PORYGON2 Lv45, WAILMER Lv47, BIBAREL Lv46, AMPHAROS Lv48, PURUGLY Lv47, STARAPTOR Lv47, STARAPTOR Lv45, VIGOROTH Lv47, VIGOROTH Lv45, AMPHAROS Lv47, PURUGLY Lv45, AMPHAROS Lv47, PURUGLY Lv45, AMPHAROS Lv47, PURUGLY Lv45
Set #277 - ? Unknown ? Grass/Cave (rate=15) - IVYSAUR Lv45, ABOMASNOW Lv45, IVYSAUR Lv46, ARMALDO Lv45, IVYSAUR Lv47, ARMALDO Lv46, ARMALDO Lv47, WIGGLYTUFF Lv46, DRIFBLIM Lv47, WIGGLYTUFF Lv45, DRIFBLIM Lv48, WIGGLYTUFF Lv47
Set #278 - ? Unknown ? Swarm/Radar/GBA (rate=15) - FLAAFFY Lv45, TYPHLOSION Lv45, FLAAFFY Lv47, GRANBULL Lv46, LAIRON Lv48, SUNFLORA Lv47, BRELOOM Lv47, BRELOOM Lv45, SHARPEDO Lv47, SHARPEDO Lv45, LAIRON Lv47, SUNFLORA Lv45, LAIRON Lv47, SUNFLORA Lv45, LAIRON Lv47, SUNFLORA Lv45
Set #279 - ? Unknown ? Grass/Cave (rate=15) - ROSELIA Lv45, LOPUNNY Lv45, ROSELIA Lv46, CHIMECHO Lv45, ROSELIA Lv47, CHIMECHO Lv46, CHIMECHO Lv47, ZANGOOSE Lv46, PELIPPER Lv47, ZANGOOSE Lv45, PELIPPER Lv48, ZANGOOSE Lv47
Set #280 - ? Unknown ? Swarm/Radar/GBA (rate=15) - CHATOT Lv45, PIDGEOT Lv45, CHATOT Lv47, KECLEON Lv46, ELECTABUZZ Lv48, BIBAREL Lv47, RATICATE Lv47, RATICATE Lv45, BAYLEEF Lv47, BAYLEEF Lv45, ELECTABUZZ Lv47, BIBAREL Lv45, ELECTABUZZ Lv47, BIBAREL Lv45, ELECTABUZZ Lv47, BIBAREL Lv45
Set #281 - ? Unknown ? Grass/Cave (rate=15) - MURKROW Lv45, DUSKNOIR Lv45, MURKROW Lv46, JUMPLUFF Lv45, MURKROW Lv47, JUMPLUFF Lv46, JUMPLUFF Lv47, HITMONTOP Lv46, TANGELA Lv47, HITMONTOP Lv45, TANGELA Lv48, HITMONTOP Lv47
Set #282 - ? Unknown ? Swarm/Radar/GBA (rate=15) - AZUMARILL Lv45, TYPHLOSION Lv45, AZUMARILL Lv47, GLALIE Lv46, NIDOKING Lv48, MOTHIM Lv47, MASQUERAIN Lv47, MASQUERAIN Lv45, CARNIVINE Lv47, CARNIVINE Lv45, NIDOKING Lv47, MOTHIM Lv45, NIDOKING Lv47, MOTHIM Lv45, NIDOKING Lv47, MOTHIM Lv45
Set #283 - ? Unknown ? Grass/Cave (rate=15) - SHELGON Lv45, GYARADOS Lv45, SHELGON Lv46, SHIFTRY Lv45, SHELGON Lv47, SHIFTRY Lv46, SHIFTRY Lv47, PRINPLUP Lv46, CHIMECHO Lv47, PRINPLUP Lv45, CHIMECHO Lv48, PRINPLUP Lv47
Set #284 - ? Unknown ? Swarm/Radar/GBA (rate=15) - GLIGAR Lv45, SANDSLASH Lv45, GLIGAR Lv47, MILTANK Lv46, CARNIVINE Lv48, MR. MIME Lv47, ZANGOOSE Lv47, ZANGOOSE Lv45, SHARPEDO Lv47, SHARPEDO Lv45, CARNIVINE Lv47, MR. MIME Lv45, CARNIVINE Lv47, MR. MIME Lv45, CARNIVINE Lv47, MR. MIME Lv45
Set #285 - ? Unknown ? Grass/Cave (rate=15) - BEAUTIFLY Lv45, HIPPOWDON Lv45, BEAUTIFLY Lv46, EXPLOUD Lv45, BEAUTIFLY Lv47, EXPLOUD Lv46, EXPLOUD Lv47, CHERRIM Lv46, GLALIE Lv47, CHERRIM Lv45, GLALIE Lv48, CHERRIM Lv47
Set #286 - ? Unknown ? Swarm/Radar/GBA (rate=15) - PELIPPER Lv45, JOLTEON Lv45, PELIPPER Lv47, WORMADAM Lv46, SHARPEDO Lv48, CHERRIM Lv47, SHIFTRY Lv47, SHIFTRY Lv45, OCTILLERY Lv47, OCTILLERY Lv45, SHARPEDO Lv47, CHERRIM Lv45, SHARPEDO Lv47, CHERRIM Lv45, SHARPEDO Lv47, CHERRIM Lv45
Set #287 - Snowpoint Temple Grass/Cave (rate=5) - STANTLER Lv47, STANTLER Lv48, STANTLER Lv49, STANTLER Lv50, STANTLER Lv48, ILLUMISE Lv49, PSYDUCK Lv47, STANTLER Lv49, PSYDUCK Lv49, STANTLER Lv47, PSYDUCK Lv49, STANTLER Lv47
Set #288 - Snowpoint Temple Swarm/Radar/GBA (rate=5) - TOXICROAK Lv47, TOXICROAK Lv48, TOXICROAK Lv48, PERSIAN Lv49, HOUNDOUR Lv49, TOXICROAK Lv47, HOUNDOUR Lv49, TOXICROAK Lv47, HOUNDOUR Lv49, TOXICROAK Lv47, HOUNDOUR Lv49, TOXICROAK Lv47, HOUNDOUR Lv49, TOXICROAK Lv47, HOUNDOUR Lv49, TOXICROAK Lv47
Set #289 - Snowpoint Temple Grass/Cave (rate=5) - VICTREEBEL Lv47, VICTREEBEL Lv48, VICTREEBEL Lv49, VICTREEBEL Lv50, VICTREEBEL Lv48, HITMONLEE Lv49, DRIFBLIM Lv47, VICTREEBEL Lv49, DRIFBLIM Lv49, VICTREEBEL Lv47, DRIFBLIM Lv49, VICTREEBEL Lv47
Set #290 - Snowpoint Temple Swarm/Radar/GBA (rate=5) - ALTARIA Lv47, ALTARIA Lv48, ALTARIA Lv48, BAYLEEF Lv49, VIGOROTH Lv49, ALTARIA Lv47, VIGOROTH Lv49, ALTARIA Lv47, VIGOROTH Lv49, ALTARIA Lv47, VIGOROTH Lv49, ALTARIA Lv47, VIGOROTH Lv49, ALTARIA Lv47, VIGOROTH Lv49, ALTARIA Lv47
Set #291 - Snowpoint Temple Grass/Cave (rate=5) - BRELOOM Lv47, BRELOOM Lv48, BRELOOM Lv49, BRELOOM Lv50, BRELOOM Lv48, CHANSEY Lv50, SWELLOW Lv48, BRELOOM Lv49, SWELLOW Lv50, BRELOOM Lv47, SWELLOW Lv50, BRELOOM Lv47
Set #292 - Snowpoint Temple Swarm/Radar/GBA (rate=5) - MIGHTYENA Lv47, MIGHTYENA Lv48, MIGHTYENA Lv48, SWELLOW Lv50, TROPIUS Lv50, MIGHTYENA Lv47, TROPIUS Lv50, MIGHTYENA Lv47, TROPIUS Lv50, MIGHTYENA Lv47, TROPIUS Lv50, MIGHTYENA Lv47, TROPIUS Lv50, MIGHTYENA Lv47, TROPIUS Lv50, MIGHTYENA Lv47
Set #293 - Snowpoint Temple Grass/Cave (rate=5) - ELECTABUZZ Lv47, ELECTABUZZ Lv48, ELECTABUZZ Lv49, ELECTABUZZ Lv50, ELECTABUZZ Lv48, CROCONAW Lv50, BELLOSSOM Lv48, ELECTABUZZ Lv49, BELLOSSOM Lv50, ELECTABUZZ Lv47, BELLOSSOM Lv50, ELECTABUZZ Lv47
Set #294 - Snowpoint Temple Swarm/Radar/GBA (rate=5) - GASTRODON Lv47, GASTRODON Lv48, GASTRODON Lv48, COMBUSKEN Lv50, EXPLOUD Lv50, GASTRODON Lv47, EXPLOUD Lv50, GASTRODON Lv47, EXPLOUD Lv50, GASTRODON Lv47, EXPLOUD Lv50, GASTRODON Lv47, EXPLOUD Lv50, GASTRODON Lv47, EXPLOUD Lv50, GASTRODON Lv47
Set #295 - Snowpoint Temple Grass/Cave (rate=5) - WORMADAM Lv47, WORMADAM Lv48, WORMADAM Lv49, WORMADAM Lv50, WORMADAM Lv48, FORRETRESS Lv51, TAUROS Lv49, WORMADAM Lv49, TAUROS Lv51, WORMADAM Lv47, TAUROS Lv51, WORMADAM Lv47
Set #296 - Snowpoint Temple Swarm/Radar/GBA (rate=5) - HERACROSS Lv47, HERACROSS Lv48, HERACROSS Lv48, PERSIAN Lv51, HITMONTOP Lv51, HERACROSS Lv47, HITMONTOP Lv51, HERACROSS Lv47, HITMONTOP Lv51, HERACROSS Lv47, HITMONTOP Lv51, HERACROSS Lv47, HITMONTOP Lv51, HERACROSS Lv47, HITMONTOP Lv51, HERACROSS Lv47
Set #297 - Snowpoint Temple Grass/Cave (rate=5) - HUNTAIL Lv47, HUNTAIL Lv48, HUNTAIL Lv49, HUNTAIL Lv50, HUNTAIL Lv48, ARIADOS Lv51, SHELGON Lv49, HUNTAIL Lv49, SHELGON Lv51, HUNTAIL Lv47, SHELGON Lv51, HUNTAIL Lv47
Set #298 - Snowpoint Temple Swarm/Radar/GBA (rate=5) - GOLBAT Lv47, GOLBAT Lv48, GOLBAT Lv48, SNEASEL Lv51, SKARMORY Lv51, GOLBAT Lv47, SKARMORY Lv51, GOLBAT Lv47, SKARMORY Lv51, GOLBAT Lv47, SKARMORY Lv51, GOLBAT Lv47, SKARMORY Lv51, GOLBAT Lv47, SKARMORY Lv51, GOLBAT Lv47
Set #299 - Wayward Cave Grass/Cave (rate=10) - MANKEY Lv18, DITTO Lv18, DITTO Lv17, HOPPIP Lv19, MANKEY Lv20, CLAMPERL Lv20, DITTO Lv19, DITTO Lv20, HOPPIP Lv17, CLAMPERL Lv18, HOPPIP Lv17, CLAMPERL Lv18
Set #300 - Wayward Cave Swarm/Radar/GBA (rate=10) - STUNKY Lv18, SEEL Lv18, STUNKY Lv20, KADABRA Lv20, SEEL Lv17, KADABRA Lv18, SEEL Lv17, KADABRA Lv18, SEEL Lv17, KADABRA Lv18, SEEL Lv17, KADABRA Lv18, SEEL Lv17, KADABRA Lv18, BONSLY Lv17, BONSLY Lv18
Set #301 - Wayward Cave Grass/Cave (rate=10) - LARVITAR Lv18, GIBLE Lv18, GRIMER Lv17, BIDOOF Lv19, LARVITAR Lv20, SHELGON Lv20, GRIMER Lv19, GIBLE Lv20, GRIMER Lv20, SHELGON Lv18, GRIMER Lv20, SHELGON Lv18
Set #302 - Wayward Cave Swarm/Radar/GBA (rate=10) - NIDORAN♂ Lv18, JIGGLYPUFF Lv18, NIDORAN♂ Lv20, CHARMELEON Lv20, WINGULL Lv20, CHARMELEON Lv18, WINGULL Lv20, CHARMELEON Lv18, WINGULL Lv20, CHARMELEON Lv18, WINGULL Lv20, CHARMELEON Lv18, WINGULL Lv20, CHARMELEON Lv18, GASTLY Lv20, GASTLY Lv18
Set #303 - Ruin Maniac Cave Grass/Cave (rate=10) - BRONZOR Lv23, BRONZOR Lv22, BRONZOR Lv21, BRONZOR Lv23, BRONZOR Lv23, BRONZOR Lv23, BRONZOR Lv23, BRONZOR Lv23, BRONZOR Lv23, CACNEA Lv22, BRONZOR Lv23, CACNEA Lv24
Set #304 - Ruin Maniac Cave Swarm/Radar/GBA (rate=10) - CHIMCHAR Lv23, CHIMCHAR Lv22, CHIMCHAR Lv23, CHIMCHAR Lv23, CHIMCHAR Lv23, GEODUDE Lv24, CHIMCHAR Lv23, GEODUDE Lv22, CHIMCHAR Lv23, GEODUDE Lv22, CHIMCHAR Lv23, GEODUDE Lv22, CHIMCHAR Lv23, GEODUDE Lv22, CHIMCHAR Lv23, GEODUDE Lv22
Set #305 - Ruin Maniac Cave Grass/Cave (rate=10) - SNORUNT Lv24, SNORUNT Lv23, SNORUNT Lv22, SNORUNT Lv24, SNORUNT Lv24, SNORUNT Lv24, SNORUNT Lv24, AIPOM Lv24, SNORUNT Lv24, AIPOM Lv23, SNORUNT Lv24, AIPOM Lv25
Set #306 - Ruin Maniac Cave Swarm/Radar/GBA (rate=10) - GOLDEEN Lv24, GOLDEEN Lv23, GOLDEEN Lv24, GOLDEEN Lv24, GOLDEEN Lv24, ARON Lv25, GOLDEEN Lv24, ARON Lv23, GOLDEEN Lv24, ARON Lv23, GOLDEEN Lv24, ARON Lv23, GOLDEEN Lv24, ARON Lv23, GOLDEEN Lv24, ARON Lv23
